"Day","Transaction ID","Order name","Payment gateway","Credit card type","Credit card tier","Billing country","Gift card ID","Gross payments","Refunded payments","Net payments"
"2026-06-04",9003059478824,"#123663","shopify_payments","visa","standard","United States",0,0,-28.36,-28.36
"2026-06-04",9002706501928,"#143993","shopify_payments","visa","standard","United States",0,85.47,0,85.47
"2026-06-04",9003354128680,"#144121","Afterpay (New)",,,"United States",0,79.45,0,79.45
"2026-06-04",9005462782248,"#144527","shopify_payments","visa","standard","United States",0,68.68,0,68.68
"2026-06-04",9002901963048,"#101062","shopify_payments","visa","standard","United States",0,0,-61.63,-61.63
"2026-06-04",9004966609192,"#144432","shopify_payments","master","standard","United Kingdom",0,73.45,0,73.45
"2026-06-04",9003357438248,"#144123","shopify_payments","master","standard","United States",0,57.22,0,57.22
"2026-06-04",9005213122856,"#144472","shopify_payments","master","standard","Australia",0,59.99,0,59.99
"2026-06-04",9004131352872,"#144285","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9004962840872,"#144431","shopify_payments","visa","standard","United Kingdom",0,61.58,0,61.58
"2026-06-04",9005142409512,"#144458","paypal",,,"Australia",0,68.97,0,68.97
"2026-06-04",9003872911656,"#144227","shopify_payments","master","standard","United States",0,85.48,0,85.48
"2026-06-04",9003365105960,"#144127","shopify_payments","master","standard","United Kingdom",0,75.26,0,75.26
"2026-06-04",9005466648872,"#144531","shopify_payments","visa","standard","United States",0,70.08,0,70.08
"2026-06-04",9004211110184,"#144295","shopify_payments","visa","standard","United States",0,68.72,0,68.72
"2026-06-04",9003980325160,"#144261","shopify_payments","visa","standard","United States",0,70.09,0,70.09
"2026-06-04",9003106500904,"#144058","shopify_payments","visa","standard","United States",0,130.42,0,130.42
"2026-06-04",9005038567720,"#144445","shopify_payments","american_express","premium","United Kingdom",0,67.74,0,67.74
"2026-06-04",9003365499176,"#144128","shopify_payments","visa","standard","United States",0,89.75,0,89.75
"2026-06-04",9004732645672,"#144378","Afterpay (New)",,,"Australia",0,72.97,0,72.97
"2026-06-04",9003559354664,"#144159","shopify_payments","visa","standard","United States",0,70.13,0,70.13
"2026-06-04",9004385042728,"#144323","paypal",,,"Australia",0,68.97,0,68.97
"2026-06-04",9005558792488,"#144553","Afterpay (New)",,,"Australia",0,65.49,0,65.49
"2026-06-04",9004805587240,"#144397","shopify_payments","visa","standard","United Kingdom",0,75.35,0,75.35
"2026-06-04",9005402652968,"#144509","shopify_payments","visa","standard","United States",0,74.28,0,74.28
"2026-06-04",9004545671464,"#144350","shopify_payments","visa","standard","Australia",0,65.99,0,65.99
"2026-06-04",9005181272360,"#144464","shopify_payments","visa","standard","Germany",0,68.24,0,68.24
"2026-06-04",9005436207400,"#144520","shopify_payments","visa","standard","United States",0,74.28,0,74.28
"2026-06-04",9004950487336,"#144428","shopify_payments","master","standard","Australia",0,68.97,0,68.97
"2026-06-04",9004802048296,"#144395","shopify_payments","master","standard","United States",0,117.96,0,117.96
"2026-06-04",9005758775592,"#144585","shopify_payments","visa","standard","United States",0,70,0,70
"2026-06-04",9004679201064,"#138437","Afterpay (New)",,,"New Zealand",0,0,-30.66,-30.66
"2026-06-04",9005541720360,"#122644","shopify_payments","master","standard","United Kingdom",0,0,-49.78,-49.78
"2026-06-04",9002983162152,"#127791","paypal",,,"United States",0,0,-62.73,-62.73
"2026-06-04",9003624104232,"#144167","shopify_payments","master","standard","Australia",0,68.47,0,68.47
"2026-06-04",9004846842152,"#144410","shopify_payments","visa","standard","United States",0,35.77,0,35.77
"2026-06-04",9005135200552,"#144457","Afterpay (New)",,,"New Zealand",0,133.7,0,133.7
"2026-06-04",9003419238696,"#144142","shopify_payments","visa","standard","United Kingdom",0,57.22,0,57.22
"2026-06-04",9005130744104,"#144455","shopify_payments","visa","standard","United Kingdom",0,68.52,0,68.52
"2026-06-04",9003729027368,"#144187","paypal",,,"United States",0,68.31,0,68.31
"2026-06-04",9003653759272,"#144174","shopify_payments","visa","standard","United States",0,71.53,0,71.53
"2026-06-04",9005008159016,"#144440","shopify_payments","visa","standard","United Kingdom",0,77.15,0,77.15
"2026-06-04",9005532938536,"#144549","shopify_payments","master","standard","United States",0,89.83,0,89.83
"2026-06-04",9005231046952,"#144475","shopify_payments","american_express","premium","United States",0,130.41,0,130.41
"2026-06-04",9005544440104,"#134265","shopify_payments","american_express","premium","United Kingdom",0,0,-62.23,-62.23
"2026-06-04",9005434765608,"#144517","shopify_payments","master","standard","Australia",0,68.97,0,68.97
"2026-06-04",9003278008616,"#144092","shopify_payments","visa","standard","United States",0,63.67,0,63.67
"2026-06-04",9004181618984,"#144289","shopify_payments","american_express","premium","United States",0,70.12,0,70.12
"2026-06-04",9003155718440,"#144066","shopify_payments","master","standard","United States",0,70.12,0,70.12
"2026-06-04",9004186599720,"#144291","shopify_payments","visa","standard","United States",0,64.93,0,64.93
"2026-06-04",9003293278504,"#144100","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9005689274664,"#144573","shopify_payments","visa","standard","United States",0,70,0,70
"2026-06-04",9003959943464,"#144250","shopify_payments","visa","standard","United States",0,65.89,0,65.89
"2026-06-04",9005240189224,"#144478","shopify_payments","visa","standard","United Kingdom",0,61.59,0,61.59
"2026-06-04",9004026724648,"#144269","shopify_payments","visa","standard","United States",0,64.49,0,64.49
"2026-06-04",9002982703400,"#144036","paypal",,,"United Kingdom",0,75.02,0,75.02
"2026-06-04",9004955599144,"#144430","shopify_payments","master","standard","United Kingdom",0,73.45,0,73.45
"2026-06-04",9004844581160,"#144409","shopify_payments","visa","standard","United States",0,70.13,0,70.13
"2026-06-04",9005915308328,"#139623","paypal",,,"United States",0,0,-12.05,-12.05
"2026-06-04",9003847942440,"#144216","shopify_payments","visa","standard","United States",0,68.66,0,68.66
"2026-06-04",9003608080680,"#144166","paypal",,,"Australia",0,61.68,0,61.68
"2026-06-04",9003316248872,"#144111","shopify_payments","visa","standard","United States",0,70.12,0,70.12
"2026-06-04",9003969872168,"#144258","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9004414796072,"#144328","shopify_payments","american_express","premium","United States",0,34.36,0,34.36
"2026-06-04",9004910379304,"#144421","shopify_payments","visa","standard","United States",0,130.43,0,130.43
"2026-06-04",9004818465064,"#144401","shopify_payments","visa","standard","Australia",0,68.97,0,68.97
"2026-06-04",9003856331048,"#144220","shopify_payments","master","standard","United Kingdom",0,75.24,0,75.24
"2026-06-04",9005425623336,"#144514","shopify_payments","master","standard","United States",0,68.68,0,68.68
"2026-06-04",9003301044520,"#144105","shopify_payments","visa","standard","New Zealand",0,70.7,0,70.7
"2026-06-04",9005736427816,"#144583","shopify_payments","visa","standard","United Kingdom",0,81.02,0,81.02
"2026-06-04",9004062310696,"#144275","shopify_payments","master","standard","United States",0,64.49,0,64.49
"2026-06-04",9004549177640,"#144352","shopify_payments","visa","standard","Canada",0,66.63,0,66.63
"2026-06-04",9005374079272,"#144500","shopify_payments","master","standard","United States",0,70.09,0,70.09
"2026-06-04",9002879877416,"#121794","paypal",,,"United States",0,0,-122.67,-122.67
"2026-06-04",9003195334952,"#144070","shopify_payments","master","standard","United States",0,70.12,0,70.12
"2026-06-04",9003253268776,"#144084","shopify_payments","master","standard","Canada",0,71.66,0,71.66
"2026-06-04",9003045486888,"#144048","paypal",,,"United States",0,71.1,0,71.1
"2026-06-04",9005474971944,"#144533","shopify_payments","master","standard","United States",0,68.68,0,68.68
"2026-06-04",9004917260584,"#144425","shopify_payments","visa","standard","United Kingdom",0,75.33,0,75.33
"2026-06-04",9003278303528,"#144093","shopify_payments","visa","standard","United States",0,75.73,0,75.73
"2026-06-04",9004805062952,"#144396","shopify_payments","master","standard","United Kingdom",0,69.7,0,69.7
"2026-06-04",9003930812712,"#144239","shopify_payments","master","standard","United States",0,130.32,0,130.32
"2026-06-04",9006021280040,"#144620","shopify_payments","master","standard","United States",0,84.04,0,84.04
"2026-06-04",9004429639976,"#144334","shopify_payments","visa","standard","United States",0,136.02,0,136.02
"2026-06-04",9004522963240,"#144347","shopify_payments","master","standard","United States",0,65.94,0,65.94
"2026-06-04",9003035656488,"#121221","shopify_payments","american_express","premium","United States",0,0,-43.14,-43.14
"2026-06-04",9005233602856,"#88370","shopify_payments","master","standard","United Kingdom",0,0,-75.46,-75.46
"2026-06-04",9004695945512,"#144371","shopify_payments","master","standard","United States",0,70.16,0,70.16
"2026-06-04",9004406407464,"#144326","shopify_payments","visa","standard","United States",0,65.91,0,65.91
"2026-06-04",9002795696424,"#144010","shopify_payments","visa","standard","Canada",0,132.12,0,132.12
"2026-06-04",9003661230376,"#144177","shopify_payments","visa","premium","United States",0,70.13,0,70.13
"2026-06-04",9003926290728,"#144238","shopify_payments","master","standard","United States",0,74.27,0,74.27
"2026-06-04",9005434831144,"#144518","Afterpay (New)",,,"Australia",0,68.47,0,68.47
"2026-06-04",9003789222184,"#144201","shopify_payments","visa","standard","United States",0,59.9,0,59.9
"2026-06-04",9004811649320,"#144399","shopify_payments","master","standard","Canada",0,70.6,0,70.6
"2026-06-04",9005734035752,"#144581","shopify_payments","visa","standard","United Kingdom",0,65.57,0,65.57
"2026-06-04",9003382604072,"#140800","shopify_payments","visa","standard","United Kingdom",0,0,-71.47,-71.47
"2026-06-04",9003591860520,"#144163","shopify_payments","master","standard","United States",0,70.13,0,70.13
"2026-06-04",9005002850600,"#144439","Afterpay (New)",,,"Australia",0,65.49,0,65.49
"2026-06-04",9004602229032,"#144357","shopify_payments","visa","standard","United States",0,70.15,0,70.15
"2026-06-04",9005400686888,"#144507","shopify_payments","master","standard","United States",0,70.08,0,70.08
"2026-06-04",9003096211752,"#144057","shopify_payments","visa","standard","United States",0,68.72,0,68.72
"2026-06-04",9003125473576,"#144061","shopify_payments","visa","standard","United States",0,68.72,0,68.72
"2026-06-04",9005907312936,"#144603","shopify_payments","visa","standard","Canada",0,66.53,0,66.53
"2026-06-04",9005505904936,"#137007","shopify_payments","visa","standard","United Kingdom",0,0,-62.23,-62.23
"2026-06-04",9003382735144,"#144132","shopify_payments","master","standard","United Kingdom",0,73.41,0,73.41
"2026-06-04",9003375460648,"#144129","shopify_payments","visa","standard","Canada",0,70.65,0,70.65
"2026-06-04",9002936205608,"#123872","shopify_payments","visa","standard","United States",0,0,-63.03,-63.03
"2026-06-04",9004714393896,"#144374","shopify_payments","visa","standard","Australia",0,69.47,0,69.47
"2026-06-04",9003640619304,"#144169","shopify_payments","visa","standard","United States",0,70.13,0,70.13
"2026-06-04",9005852197160,"#144593","shopify_payments","visa","standard","United States",0,68.6,0,68.6
"2026-06-04",9003385651496,"#144133","shopify_payments","visa","standard","Canada",0,92.85,0,92.85
"2026-06-04",9003829133608,"#144212","Afterpay (New)",,,"United States",0,133.81,0,133.81
"2026-06-04",9002673832232,"#143986","shopify_payments","visa","standard","United Kingdom",0,75.2,0,75.2
"2026-06-04",9005889028392,"#144597","shopify_payments","visa","standard","United States",0,74.2,0,74.2
"2026-06-04",9003241603368,"#144079","shopify_payments","visa","standard","United States",0,86.95,0,86.95
"2026-06-04",9005971898664,"#144612","shopify_payments","master","standard","Canada",0,71.57,0,71.57
"2026-06-04",9003285807400,"#144096","shopify_payments","visa","standard","Ireland",0,84.34,0,84.34
"2026-06-04",9002852548904,"#144022","shopify_payments","american_express","premium","United States",0,68.65,0,68.65
"2026-06-04",9002752540968,"#144001","shopify_payments","master","standard","Canada",0,70.6,0,70.6
"2026-06-04",9005544210728,"#144550","shopify_payments","visa","standard","United Kingdom",0,73.45,0,73.45
"2026-06-04",9003541004584,"#144156","shopify_payments","visa","standard","United States",0,71.53,0,71.53
"2026-06-04",9003626889512,"#144168","shopify_payments","master","standard","United States",0,70.13,0,70.13
"2026-06-04",9004246958376,"#144300","shopify_payments","visa","standard","United States",0,62.27,0,62.27
"2026-06-04",9002898227496,"#144029","shopify_payments","visa","standard","United States",0,68.69,0,68.69
"2026-06-04",9003747442984,"#144194","Afterpay (New)",,,"Australia",0,83.97,0,83.97
"2026-06-04",9003852595496,"#144219","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9004428198184,"#144333","shopify_payments","master","standard","United States",0,70.11,0,70.11
"2026-06-04",9006011023656,"#144618","shopify_payments","master","standard","Canada",0,70.56,0,70.56
"2026-06-04",9004632211752,"#144363","shopify_payments","visa","standard","United States",0,68.75,0,68.75
"2026-06-04",9004309315880,"#144311","shopify_payments","visa","standard","United States",0,68.71,0,68.71
"2026-06-04",9003053285672,"#144050","shopify_payments","visa","standard","Canada",0,70.61,0,70.61
"2026-06-04",9003746132264,"#144191","Afterpay (New)",,,"New Zealand",0,94.1,0,94.1
"2026-06-04",9003096441128,"#129850","Afterpay (New)",,,"United States",0,0,-59.6,-59.6
"2026-06-04",9003819794728,"#144210","shopify_payments","master","standard","United States",0,34.33,0,34.33
"2026-06-04",9003921998120,"#144236","paypal",,,"United States",0,86.43,0,86.43
"2026-06-04",9004726386984,"#144376","paypal",,,"United States",0,71.1,0,71.1
"2026-06-04",9003738267944,"#144189","shopify_payments","master","standard","Australia",0,72.97,0,72.97
"2026-06-04",9003223318824,"#123306","shopify_payments","visa","standard","Canada",0,0,-61.5,-61.5
"2026-06-04",9005939917096,"#144610","shopify_payments","master","standard","United States",0,70.03,0,70.03
"2026-06-04",9003067113768,"#144053","shopify_payments","master","standard","United States",0,70.12,0,70.12
"2026-06-04",9003656085800,"#144176","paypal",,,"United States",0,68.31,0,68.31
"2026-06-04",9003971182888,"#144259","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9002781835560,"#144007","shopify_payments","master","standard","United States",0,70.05,0,70.05
"2026-06-04",9003405574440,"#109074","paypal",,,"Canada",0,0,-61.42,-61.42
"2026-06-04",9005490962728,"#144539","paypal",,,"United Kingdom",0,67.76,0,67.76
"2026-06-04",9004875088168,"#144415","shopify_payments","visa","standard","United States",0,68.73,0,68.73
"2026-06-04",9006019477800,"#144619","shopify_payments","visa","standard","United Kingdom",0,69.67,0,69.67
"2026-06-04",9004914606376,"#144424","Afterpay (New)",,,"Australia",0,68.97,0,68.97
"2026-06-04",9004607275304,"#144359","shopify_payments","visa","standard","United States",0,11.93,0,11.93
"2026-06-04",9003866292520,"#144224","shopify_payments","american_express","premium","United States",0,85.48,0,85.48
"2026-06-04",9003433263400,"#144144","paypal",,,"United States",0,64.13,0,64.13
"2026-06-04",9005345997096,"#144496","shopify_payments","visa","standard","United States",0,70.09,0,70.09
"2026-06-04",9003263918376,"#144089","shopify_payments","visa","standard","United States",0,52.45,0,52.45
"2026-06-04",9005329449256,"#144495","paypal",,,"Netherlands",0,70.41,0,70.41
"2026-06-04",9005634519336,"#144567","shopify_payments","master","standard","United States",0,68.6,0,68.6
"2026-06-04",9004531089704,"#144349","shopify_payments","visa","standard","United States",0,70.15,0,70.15
"2026-06-04",9003213553960,"#144075","shopify_payments","visa","standard","United States",0,68.72,0,68.72
"2026-06-04",9004828426536,"#144404","paypal",,,"United Kingdom",0,61.33,0,61.33
"2026-06-04",9005392101672,"#144504","shopify_payments","visa","standard","United States",0,70.08,0,70.08
"2026-06-04",9004992463144,"#136859","shopify_payments","master","standard","United Kingdom",0,0,-31.11,-31.11
"2026-06-04",9004033835304,"#144270","Afterpay (New)",,,"United States",0,69.7,0,69.7
"2026-06-04",9004816793896,"#144400","shopify_payments","master","standard","United Kingdom",0,79.12,0,79.12
"2026-06-04",9003883430184,"#136419","shopify_payments","visa","standard","United States",0,0,-30.14,-30.14
"2026-06-04",9005491585320,"#126646","shopify_payments","master","standard","United Kingdom",0,0,-56.01,-56.01
"2026-06-04",9005278232872,"#144486","Afterpay (New)",,,"Australia",0,143.47,0,143.47
"2026-06-04",9003780538664,"#144198","shopify_payments","visa","standard","New Zealand",0,70.73,0,70.73
"2026-06-04",9004066210088,"#144276","shopify_payments","visa","standard","United States",0,70.09,0,70.09
"2026-06-04",9002895540520,"#108411","shopify_payments","master","standard","United States",0,0,-61.63,-61.63
"2026-06-04",9005111410984,"#144451","shopify_payments","master","standard","United Kingdom",0,61.55,0,61.55
"2026-06-04",9003889754408,"#144230","shopify_payments","master","standard","Canada",0,70.61,0,70.61
"2026-06-04",9003377361192,"#144130","shopify_payments","visa","standard","United States",0,65.91,0,65.91
"2026-06-04",9002895409448,"#144028","shopify_payments","visa","standard","United States",0,68.69,0,68.69
"2026-06-04",9005531824424,"#144547","paypal",,,"United States",0,70.09,0,70.09
"2026-06-04",9002952524072,"#131248","shopify_payments","visa","standard","United States",0,0,-60.22,-60.22
"2026-06-04",9002796417320,"#144011","shopify_payments","visa","standard","United States",0,100.88,0,100.88
"2026-06-04",9003913904424,"#144235","shopify_payments","visa","standard","United States",0,65.86,0,65.86
"2026-06-04",9005892829480,"#144599","shopify_payments","visa","standard","United States",0,92.39,0,92.39
"2026-06-04",9005282525480,"#144488","shopify_payments","visa","standard","Australia",0,68.97,0,68.97
"2026-06-04",9003711004968,"#144186","shopify_payments","master","standard","United States",0,70.14,0,70.14
"2026-06-04",9003346985256,"#144119","shopify_payments","visa","standard","United States",0,64.51,0,64.51
"2026-06-04",9004038357288,"#144271","shopify_payments","master","standard","Canada",0,64.07,0,64.07
"2026-06-04",9004626641192,"#144362","shopify_payments","master","standard","Australia",0,129.22,0,129.22
"2026-06-04",9003999428904,"#144265","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9003812127016,"#144207","shopify_payments","master","standard","Canada",0,67.65,0,67.65
"2026-06-04",9005387481384,"#144503","shopify_payments","visa","standard","United States",0,68.68,0,68.68
"2026-06-04",9005782663464,"#144587","paypal",,,"United States",0,68.68,0,68.68
"2026-06-04",9003963777320,"#144253","shopify_payments","visa","standard","Canada",0,70.63,0,70.63
"2026-06-04",9003837587752,"#130929","shopify_payments","visa","standard","Canada",0,0,-55.33,-55.33
"2026-06-04",9004363514152,"#144319","shopify_payments","visa","standard","United States",0,134.62,0,134.62
"2026-06-04",9003798921512,"#144203","shopify_payments","master","standard","United States",0,68.73,0,68.73
"2026-06-04",9003244945704,"#144081","shopify_payments","visa","standard","United States",0,70.12,0,70.12
"2026-06-04",9003384635688,"#136795","Afterpay (New)",,,"United Kingdom",0,0,-31.1,-31.1
"2026-06-04",9005170852136,"#144462","paypal",,,"Germany",0,77.52,0,77.52
"2026-06-04",9004041666856,"#144272","paypal",,,"United States",0,100.37,0,100.37
"2026-06-04",9004264620328,"#144303","shopify_payments","visa","standard","Canada",0,75.69,0,75.69
"2026-06-04",9004660818216,"#144366","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9003823759656,"#144211","shopify_payments","master","standard","United States",0,161.85,0,161.85
"2026-06-04",9005127401768,"#144454","shopify_payments","master","standard","Australia",0,68.97,0,68.97
"2026-06-04",9005468516648,"#144532","shopify_payments","master","standard","United Kingdom",0,73.47,0,73.47
"2026-06-04",9005619544360,"#144566","shopify_payments","visa","standard","Ireland",0,68.26,0,68.26
"2026-06-04",9003649040680,"#144172","shopify_payments","visa","standard","United States",0,130.44,0,130.44
"2026-06-04",9002718069032,"#143995","shopify_payments","visa","standard","United States",0,63.61,0,63.61
"2026-06-04",9002828890408,"#144017","shopify_payments","visa","standard","United States",0,70.05,0,70.05
"2026-06-04",9002676158760,"#143987","shopify_payments","master","standard","United States",0,68.56,0,68.56
"2026-06-04",9005498007848,"#136453","shopify_payments","master","standard","United Kingdom",0,0,-31.12,-31.12
"2026-06-04",9005435715880,"#144519","shopify_payments","visa","standard","United States",0,64.47,0,64.47
"2026-06-04",9004471517480,"#144337","shopify_payments","visa","standard","United States",0,85.58,0,85.58
"2026-06-04",9003681218856,"#144181","shopify_payments","visa","standard","United States",0,70.13,0,70.13
"2026-06-04",9002685333800,"#143989","shopify_payments","visa","standard","United States",0,69.96,0,69.96
"2026-06-04",9005410353448,"#144510","shopify_payments","visa","standard","United Kingdom",0,67.82,0,67.82
"2026-06-04",9002693525800,"#143991","shopify_payments","master","standard","United States",0,75.66,0,75.66
"2026-06-04",9002705223976,"#143992","shopify_payments","visa","standard","United States",0,68.65,0,68.65
"2026-06-04",9005463503144,"#138575","shopify_payments","visa","standard","United Kingdom",0,0,-62.23,-62.23
"2026-06-04",9003939299624,"#144242","shopify_payments","visa","standard","United States",0,64.46,0,64.46
"2026-06-04",9004926632232,"#144426","paypal",,,"Germany",0,67.88,0,67.88
"2026-06-04",9005851443496,"#144592","shopify_payments","american_express","premium","United Kingdom",0,84.74,0,84.74
"2026-06-04",9002737434920,"#143999","shopify_payments","visa","standard","United States",0,71.45,0,71.45
"2026-06-04",9002980409640,"#132632","Afterpay (New)",,,"United States",0,0,-53.97,-53.97
"2026-06-04",9003396628776,"#144135","paypal",,,"United Kingdom",0,61.14,0,61.14
"2026-06-04",9004727402792,"#144377","shopify_payments","visa","standard","United States",0,70.16,0,70.16
"2026-06-04",9003905548584,"#144233","shopify_payments","master","standard","United States",0,63.62,0,63.62
"2026-06-04",9002987651368,"#144037","paypal",,,"United Kingdom",0,69.39,0,69.39
"2026-06-04",9005022937384,"#144441","shopify_payments","visa","standard","United States",0,70.07,0,70.07
"2026-06-04",9003133501736,"#144063","paypal",,,"Australia",0,163.47,0,163.47
"2026-06-04",9004914409768,"#144423","shopify_payments","visa","standard","United States",0,56.94,0,56.94
"2026-06-04",9005685539112,"#144572","shopify_payments","visa","standard","United Kingdom",0,69.71,0,69.71
"2026-06-04",9004600623400,"#144355","shopify_payments","visa","standard","United States",0,65.94,0,65.94
"2026-06-04",9003543691560,"#131991","shopify_payments","visa","standard","Canada",0,0,-61.48,-61.48
"2026-06-04",9003335287080,"#144117","shopify_payments","visa","standard","United States",0,63.67,0,63.67
"2026-06-04",9005727154472,"#144579","shopify_payments","master","standard","United States",0,70,0,70
"2026-06-04",9003045650728,"#144047","shopify_payments","visa","standard","United States",0,64.48,0,64.48
"2026-06-04",9005715587368,"#144578","shopify_payments","visa","standard","United States",0,70,0,70
"2026-06-04",9004662620456,"#144367","shopify_payments","visa","standard","United States",0,70.16,0,70.16
"2026-06-04",9003274338600,"#144091","shopify_payments","visa","standard","United States",0,71.52,0,71.52
"2026-06-04",9004157501736,"#144287","shopify_payments","visa","standard","United States",0,70.12,0,70.12
"2026-06-04",9004626018600,"#144361","shopify_payments","visa","standard","United States",0,74.37,0,74.37
"2026-06-04",9005187989800,"#144466","shopify_payments","visa","standard","United Kingdom",0,75.33,0,75.33
"2026-06-04",9004643352872,"#144365","shopify_payments","master","standard","Canada",0,71.67,0,71.67
"2026-06-04",9005166035240,"#144460","shopify_payments","master","standard","United Kingdom",0,75.29,0,75.29
"2026-06-04",9004195316008,"#144293","shopify_payments","american_express","premium","United States",0,70.12,0,70.12
"2026-06-04",9006033699112,"#144622","Afterpay (New)",,,"Canada",0,70.62,0,70.62
"2026-06-04",9003295965480,"#144101","shopify_payments","master","standard","Canada",0,70.65,0,70.65
"2026-06-04",9003357045032,"#144122","shopify_payments","visa","standard","United States",0,71.52,0,71.52
"2026-06-04",9005478084904,"#144535","shopify_payments","visa","standard","United Kingdom",0,73.47,0,73.47
"2026-06-04",9003381588264,"#144131","shopify_payments","visa","standard","United States",0,70.12,0,70.12
"2026-06-04",9005236551976,"#144477","shopify_payments","master","premium","United Kingdom",0,67.8,0,67.8
"2026-06-04",9004721111336,"#144375","shopify_payments","master","standard","United States",0,68.75,0,68.75
"2026-06-04",9005090177320,"#144449","shopify_payments","master","standard","United Kingdom",0,55.34,0,55.34
"2026-06-04",9003427463464,"#144143","shopify_payments","master","standard","Canada",0,70.65,0,70.65
"2026-06-04",9004003033384,"#144266","paypal",,,"United States",0,69.7,0,69.7
"2026-06-04",9003141792040,"#144064","shopify_payments","visa","standard","United States",0,70.12,0,70.12
"2026-06-04",9003297669416,"#144102","shopify_payments","visa","standard","United States",0,62.26,0,62.26
"2026-06-04",9003553653032,"#144158","shopify_payments","visa","standard","United States",0,70.13,0,70.13
"2026-06-04",9005840498984,"#144590","shopify_payments","visa","standard","Germany",0,68.26,0,68.26
"2026-06-04",9004127617320,"#144284","shopify_payments","master","standard","United States",0,62.27,0,62.27
"2026-06-04",9003647041832,"#144171","shopify_payments","visa","standard","United States",0,130.44,0,130.44
"2026-06-04",9005765034280,"#144586","shopify_payments","visa","standard","United States",0,70,0,70
"2026-06-04",9005818806568,"#144588","shopify_payments","master","standard","United States",0,70,0,70
"2026-06-04",9004372951336,"#144322","shopify_payments","master","standard","United States",0,85.54,0,85.54
"2026-06-04",9005233570088,"#107116","Afterpay (New)",,,"United Kingdom",0,0,-62.84,-62.84
"2026-06-04",9005364347176,"#144498","shopify_payments","master","standard","Germany",0,77.98,0,77.98
"2026-06-04",9003800690984,"#144204","shopify_payments","visa","standard","Australia",0,68.97,0,68.97
"2026-06-04",9003640946984,"#130120","shopify_payments","visa","standard","Canada",0,0,-61.5,-61.5
"2026-06-04",9005260243240,"#144481","shopify_payments","american_express","premium","United Kingdom",0,73.45,0,73.45
"2026-06-04",9003561550120,"#135666","shopify_payments","visa","standard","United States",0,0,-30.14,-30.14
"2026-06-04",9004397986088,"#144325","shopify_payments","master","standard","Canada",0,66.6,0,66.6
"2026-06-04",9005569245480,"#144555","shopify_payments","visa","standard","United States",0,74.16,0,74.16
"2026-06-04",9003126489384,"#144062","shopify_payments","master","standard","United Kingdom",0,75.26,0,75.26
"2026-06-04",9003004887336,"#144039","shopify_payments","visa","standard","United States",0,70.09,0,70.09
"2026-06-04",9004416041256,"#144329","shopify_payments","visa","standard","Australia",0,69.47,0,69.47
"2026-06-04",9005269745960,"#144483","shopify_payments","visa","standard","United States",0,70.12,0,70.12
"2026-06-04",9003688231208,"#144183","Afterpay (New)",,,"United States",0,63.29,0,63.29
"2026-06-04",9005384696104,"#144501","shopify_payments","visa","standard","United States",0,71.48,0,71.48
"2026-06-04",9005363560744,"#144497","shopify_payments","american_express","premium","United Kingdom",0,69.69,0,69.69
"2026-06-04",9005501088040,"#144542","shopify_payments","master","standard","United Kingdom",0,73.45,0,73.45
"2026-06-04",9003407573288,"#144139","shopify_payments","master","standard","Canada",0,70.65,0,70.65
"2026-06-04",9003568103720,"#144161","paypal",,,"Canada",0,63.94,0,63.94
"2026-06-04",9005704118568,"#144577","shopify_payments","visa","standard","United States",0,59.78,0,59.78
"2026-06-04",9005885915432,"#144596","shopify_payments","visa","standard","Canada",0,71.57,0,71.57
"2026-06-04",9003072782632,"#144054","shopify_payments","visa","standard","United States",0,68.72,0,68.72
"2026-06-04",9005607190824,"#144563","shopify_payments","visa","standard","United States",0,68.56,0,68.56
"2026-06-04",9004102746408,"#144278","shopify_payments","visa","standard","United States",0,72.37,0,72.37
"2026-06-04",9003818058024,"#144209","shopify_payments","master","standard","United States",0,68.66,0,68.66
"2026-06-04",9004993806632,"#144438","paypal",,,"United Kingdom",0,66.39,0,66.39
"2026-06-04",9002718757160,"#143996","shopify_payments","master","standard","United Kingdom",0,69.64,0,69.64
"2026-06-04",9003001250088,"#144041","Afterpay (New)",,,"Canada",0,60.67,0,60.67
"2026-06-04",9003944542504,"#144245","shopify_payments","visa","standard","United States",0,34.33,0,34.33
"2026-06-04",9004977422632,"#144435","paypal",,,"Australia",0,67.97,0,67.97
"2026-06-04",9003872518440,"#144226","shopify_payments","visa","standard","United States",0,63.62,0,63.62
"2026-06-04",9003592876328,"#144164","shopify_payments","visa","standard","United States",0,68.73,0,68.73
"2026-06-04",9004798214440,"#144393","shopify_payments","visa","standard","Australia",0,69.97,0,69.97
"2026-06-04",9003418124584,"#144141","shopify_payments","master","standard","United States",0,84.15,0,84.15
"2026-06-04",9003451318568,"#144148","paypal",,,"United States",0,64.13,0,64.13
"2026-06-04",9004363383080,"#144318","shopify_payments","visa","standard","Australia",0,55.99,0,55.99
"2026-06-04",9005962133800,"#144611","shopify_payments","visa","standard","United States",0,68.63,0,68.63
